Date Saved,2017/11/11 13:09:15
Title,LED-White_01_4156K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],4156
⊿uv,0.0001
Illuminance [lx],26800

Reference CCT [K],6500
LB Index [MK⁻¹],-87
LB Camera Filter,80D, 82B
LB Lighting Filter,L202 1/2 CTB, L218 1/8 CTB
CC Index,0.1M
CC Camera Filter,-----
CC Lighting Filter,-----
CRI Ra,84.9
CRI R1,85.0
CRI R2,95.6
CRI R3,93.9
CRI R4,79.0
CRI R5,83.8
CRI R6,91.5
CRI R7,83.6
CRI R8,66.4
CRI R9,20.3
CRI R10,87.6
CRI R11,77.8
CRI R12,65.1
CRI R13,88.5
CRI R14,97.4
CRI R15,79.4
