Date Saved,2018/02/10 20:41:05
Title,PLACO_06_1710K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],1710
⊿uv,-0.0798
Illuminance [lx],14600

Reference CCT [K],5400
LB Index [MK⁻¹],-400
LB Camera Filter,80D, 82C
LB Lighting Filter,R3203 3/4 CTB, R3203 3/4 CTB
CC Index,10.0G
CC Camera Filter,CC50G, CC40G
CC Lighting Filter,R3304 PLUS GREEN, R3304 PLUS GREEN
CRI Ra,57.0
CRI R1,85.4
CRI R2,57.1
CRI R3,36.5
CRI R4,64.5
CRI R5,75.1
CRI R6,22.9
CRI R7,43.2
CRI R8,71.4
CRI R9,85.9
CRI R10,11.6
CRI R11,66.3
CRI R12,-96.1
CRI R13,70.6
CRI R14,68.6
CRI R15,73.7
