Date Saved,2017/11/13 00:50:46
Title,LED-White-GG_01_6176K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],6176
⊿uv,0.0093
Illuminance [lx],31100

Reference CCT [K],5400
LB Index [MK⁻¹],23
LB Camera Filter,81B
LB Lighting Filter,L223 1/8 CTO
CC Index,0.7M
CC Camera Filter,CC10M
CC Lighting Filter,L249 1/4 MINUS G, L279 1/8 MINUS G
CRI Ra,75.7
CRI R1,71.9
CRI R2,83.7
CRI R3,88.8
CRI R4,69.8
CRI R5,71.2
CRI R6,75.4
CRI R7,85.4
CRI R8,59.7
CRI R9,-22.3
CRI R10,58.5
CRI R11,65.0
CRI R12,40.3
CRI R13,75.4
CRI R14,93.8
CRI R15,65.9
