Date Saved,2018/02/10 20:43:28
Title,OCR_06_2910K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2910
⊿uv,0.0002
Illuminance [lx],57.6

Reference CCT [K],5400
LB Index [MK⁻¹],-158
LB Camera Filter,80A, 82C
LB Lighting Filter,R3203 3/4 CTB, R3203 3/4 CTB
CC Index,0.0
CC Camera Filter,CC10G
CC Lighting Filter,R3317 1/8 PLUS G
CRI Ra,82.0
CRI R1,79.7
CRI R2,90.2
CRI R3,96.7
CRI R4,77.4
CRI R5,78.9
CRI R6,86.2
CRI R7,84.4
CRI R8,62.4
CRI R9,16.5
CRI R10,76.6
CRI R11,73.5
CRI R12,66.3
CRI R13,82.0
CRI R14,98.5
CRI R15,74.7
