Date Saved,2018/02/05 16:26:27
Title,FocusTech-WarmWh_01_3135K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],3135
⊿uv,-0.0024
Illuminance [lx],31200

Reference CCT [K],5400
LB Index [MK⁻¹],-134
LB Camera Filter,80B, 80D
LB Lighting Filter,R3202 FULL CTB, R3203 3/4 CTB
CC Index,0.2G
CC Camera Filter,CC30G
CC Lighting Filter,R3315 1/2 PLUS G, R3316 1/4 PLUS G
CRI Ra,58.9
CRI R1,52.3
CRI R2,72.2
CRI R3,88.0
CRI R4,49.9
CRI R5,50.6
CRI R6,57.4
CRI R7,71.7
CRI R8,29.3
CRI R9,-72.0
CRI R10,35.6
CRI R11,35.7
CRI R12,26.8
CRI R13,55.1
CRI R14,93.1
CRI R15,46.8
