Date Saved,2018/02/10 20:41:05
Title,PLACO_05_2125K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2125
⊿uv,-0.0523
Illuminance [lx],19800

Reference CCT [K],5400
LB Index [MK⁻¹],-285
LB Camera Filter,80A, 82B
LB Lighting Filter,R3202 FULL CTB, R3203 3/4 CTB
CC Index,6.5G
CC Camera Filter,CC50G, CC40G
CC Lighting Filter,R3304 PLUS GREEN, R3304 PLUS GREEN
CRI Ra,78.0
CRI R1,96.2
CRI R2,81.1
CRI R3,71.3
CRI R4,72.8
CRI R5,94.7
CRI R6,68.2
CRI R7,65.5
CRI R8,74.5
CRI R9,82.5
CRI R10,64.6
CRI R11,69.2
CRI R12,23.5
CRI R13,90.4
CRI R14,86.9
CRI R15,89.6
