Date Saved,2018/02/10 20:43:30
Title,OCR_09_2927K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2927
⊿uv,-0.0011
Illuminance [lx],556

Reference CCT [K],5400
LB Index [MK⁻¹],-156
LB Camera Filter,80A, 82B
LB Lighting Filter,R3202 FULL CTB, R3206 1/3 CTB
CC Index,0.1G
CC Camera Filter,CC10G
CC Lighting Filter,R3316 1/4 PLUS G
CRI Ra,82.2
CRI R1,80.2
CRI R2,90.7
CRI R3,96.4
CRI R4,77.4
CRI R5,79.4
CRI R6,86.6
CRI R7,84.1
CRI R8,62.9
CRI R9,18.3
CRI R10,77.4
CRI R11,73.5
CRI R12,67.1
CRI R13,82.5
CRI R14,98.4
CRI R15,75.6
