Date Saved,2017/11/11 20:53:32
Title,LED-3000_02_2916K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2916
⊿uv,-0.0008
Illuminance [lx],49800

Reference CCT [K],5400
LB Index [MK⁻¹],-158
LB Camera Filter,80B, 80D
LB Lighting Filter,L201 FULL CTB, L203 1/4 CTB
CC Index,0.0
CC Camera Filter,CC10G
CC Lighting Filter,L246 1/4 PLUS G
CRI Ra,83.5
CRI R1,81.9
CRI R2,91.0
CRI R3,96.6
CRI R4,79.5
CRI R5,80.9
CRI R6,87.3
CRI R7,85.4
CRI R8,65.4
CRI R9,23.1
CRI R10,77.8
CRI R11,75.9
CRI R12,67.6
CRI R13,83.8
CRI R14,98.2
CRI R15,77.4
