Date Saved,2018/02/10 20:41:03
Title,PLACO_03_1600K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],1600
⊿uv,-0.0869
Illuminance [lx],10200

Reference CCT [K],5400
LB Index [MK⁻¹],-440
LB Camera Filter,80D, 82C
LB Lighting Filter,R3203 3/4 CTB, R3204 1/2 CTB
CC Index,11.1G
CC Camera Filter,CC50G, CC40G
CC Lighting Filter,R3304 PLUS GREEN, R3304 PLUS GREEN
CRI Ra,49.1
CRI R1,84.2
CRI R2,50.1
CRI R3,22.2
CRI R4,57.0
CRI R5,71.0
CRI R6,8.3
CRI R7,33.6
CRI R8,66.2
CRI R9,83.7
CRI R10,-4.5
CRI R11,59.9
CRI R12,-100.0
CRI R13,66.6
CRI R14,60.8
CRI R15,72.1
