Date Saved,2017/11/14 05:37:34
Title,GG_03_5375K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],5375
⊿uv,0.0099
Illuminance [lx],985

Reference CCT [K],5400
LB Index [MK⁻¹],-1
LB Camera Filter,82
LB Lighting Filter,R3216 1/8 CTB
CC Index,1.0M
CC Camera Filter,CC05M, CC025M
CC Lighting Filter,R3318 1/8 MINUS G, R3318 1/8 MINUS G
CRI Ra,73.7
CRI R1,69.2
CRI R2,78.8
CRI R3,85.4
CRI R4,72.2
CRI R5,70.0
CRI R6,70.8
CRI R7,84.8
CRI R8,58.5
CRI R9,-27.2
CRI R10,48.9
CRI R11,67.1
CRI R12,45.2
CRI R13,71.0
CRI R14,91.7
CRI R15,62.7
