Date Saved,2018/02/05 16:25:55
Title,CHANZON-WARM-WHI_01_3109K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],3109
⊿uv,-0.0042
Illuminance [lx],20100

Reference CCT [K],5400
LB Index [MK⁻¹],-136
LB Camera Filter,80C, 80D
LB Lighting Filter,R3204 1/2 CTB, R3204 1/2 CTB
CC Index,0.4G
CC Camera Filter,CC10G, CC025G
CC Lighting Filter,R3317 1/8 PLUS G
CRI Ra,81.5
CRI R1,82.1
CRI R2,96.1
CRI R3,88.8
CRI R4,75.9
CRI R5,82.7
CRI R6,93.2
CRI R7,77.4
CRI R8,55.7
CRI R9,6.5
CRI R10,90.7
CRI R11,74.5
CRI R12,73.3
CRI R13,86.3
CRI R14,94.5
CRI R15,75.3
