Date Saved,2018/02/05 16:27:17
Title,WarmWhite-Chanz_02_3171K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],3171
⊿uv,-0.0027
Illuminance [lx],39600

Reference CCT [K],5400
LB Index [MK⁻¹],-130
LB Camera Filter,80A
LB Lighting Filter,R3204 1/2 CTB, R3204 1/2 CTB
CC Index,0.2G
CC Camera Filter,CC10G
CC Lighting Filter,R3317 1/8 PLUS G
CRI Ra,80.1
CRI R1,79.3
CRI R2,93.7
CRI R3,90.5
CRI R4,74.3
CRI R5,79.9
CRI R6,91.1
CRI R7,78.0
CRI R8,53.7
CRI R9,-1.0
CRI R10,85.3
CRI R11,72.0
CRI R12,71.1
CRI R13,83.3
CRI R14,95.4
CRI R15,72.3
