Date Saved,2018/03/08 19:35:41
Title,JG-Classic_02_1889K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],1889
⊿uv,-0.0695
Illuminance [lx],17400

Reference CCT [K],3000
LB Index [MK⁻¹],-196
LB Camera Filter,82
LB Lighting Filter,R3208 1/4 CTB, R3216 1/8 CTB
CC Index,8.6G
CC Camera Filter,CC50G, CC40G
CC Lighting Filter,R3304 PLUS GREEN, R3304 PLUS GREEN
CRI Ra,66.5
CRI R1,89.7
CRI R2,66.9
CRI R3,52.6
CRI R4,68.6
CRI R5,83.5
CRI R6,42.7
CRI R7,53.3
CRI R8,74.3
CRI R9,89.7
CRI R10,34.0
CRI R11,66.9
CRI R12,-42.5
CRI R13,78.3
CRI R14,77.2
CRI R15,78.5
