Date Saved,2018/03/10 20:39:57
Title,CCCx4-80W_06_2986K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2986
⊿uv,-0.0044
Illuminance [lx],11800

Reference CCT [K],3000
LB Index [MK⁻¹],-2
LB Camera Filter,81
LB Lighting Filter,-----
CC Index,0.5G
CC Camera Filter,CC05G, CC025G
CC Lighting Filter,R3316 1/4 PLUS G
CRI Ra,82.4
CRI R1,83.6
CRI R2,97.1
CRI R3,88.0
CRI R4,78.1
CRI R5,84.7
CRI R6,94.1
CRI R7,77.2
CRI R8,56.1
CRI R9,8.9
CRI R10,93.5
CRI R11,78.0
CRI R12,76.4
CRI R13,87.8
CRI R14,94.1
CRI R15,76.2
