Date Saved,2018/03/08 19:36:09
Title,JG-Cree_10_2748K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2748
⊿uv,0.0014
Illuminance [lx],56500

Reference CCT [K],3000
LB Index [MK⁻¹],-31
LB Camera Filter,82B, 82
LB Lighting Filter,R3208 1/4 CTB
CC Index,0.1M
CC Camera Filter,-----
CC Lighting Filter,-----
CRI Ra,81.5
CRI R1,79.2
CRI R2,89.4
CRI R3,97.2
CRI R4,79.7
CRI R5,79.3
CRI R6,87.5
CRI R7,82.6
CRI R8,57.2
CRI R9,4.8
CRI R10,76.6
CRI R11,79.0
CRI R12,71.9
CRI R13,81.4
CRI R14,98.9
CRI R15,71.3
