Date Saved,2018/02/15 22:01:40
Title,CXA2530-3000K_04_3304K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],3304
⊿uv,-0.0015
Illuminance [lx],4490

Reference CCT [K],5400
LB Index [MK⁻¹],-117
LB Camera Filter,80C, 82C
LB Lighting Filter,R3202 FULL CTB, R3216 1/8 CTB
CC Index,0.0
CC Camera Filter,CC05G, CC025G
CC Lighting Filter,R3316 1/4 PLUS G
CRI Ra,83.7
CRI R1,82.3
CRI R2,90.4
CRI R3,96.0
CRI R4,82.2
CRI R5,82.2
CRI R6,87.0
CRI R7,85.1
CRI R8,64.3
CRI R9,15.6
CRI R10,77.2
CRI R11,81.2
CRI R12,68.5
CRI R13,84.2
CRI R14,97.9
CRI R15,76.3
