Date Saved,2018/03/10 20:40:27
Title,CCCx4-80WB_07_2989K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2989
⊿uv,-0.0043
Illuminance [lx],10900

Reference CCT [K],3000
LB Index [MK⁻¹],-1
LB Camera Filter,81
LB Lighting Filter,-----
CC Index,0.4G
CC Camera Filter,CC05G, CC025G
CC Lighting Filter,R3316 1/4 PLUS G
CRI Ra,82.3
CRI R1,83.6
CRI R2,97.1
CRI R3,87.9
CRI R4,78.0
CRI R5,84.6
CRI R6,94.1
CRI R7,77.2
CRI R8,56.0
CRI R9,8.8
CRI R10,93.5
CRI R11,77.9
CRI R12,76.4
CRI R13,87.8
CRI R14,94.0
CRI R15,76.1
