Date Saved,2018/02/17 01:01:53
Title,CXA2530-2700_02_2926K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2926
⊿uv,0.0030
Illuminance [lx],10500

Reference CCT [K],5400
LB Index [MK⁻¹],-157
LB Camera Filter,80B, 80D
LB Lighting Filter,R3203 3/4 CTB, R3203 3/4 CTB
CC Index,0.4M
CC Camera Filter,CC025M
CC Lighting Filter,R3318 1/8 MINUS G
CRI Ra,95.4
CRI R1,95.6
CRI R2,97.2
CRI R3,97.2
CRI R4,94.3
CRI R5,94.3
CRI R6,96.0
CRI R7,96.4
CRI R8,92.1
CRI R9,82.0
CRI R10,92.3
CRI R11,94.5
CRI R12,79.8
CRI R13,95.9
CRI R14,97.7
CRI R15,93.5
