Date Saved,2018/02/15 22:01:41
Title,CXA2530-3000K_05_3324K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],3324
⊿uv,-0.0017
Illuminance [lx],5000

Reference CCT [K],5400
LB Index [MK⁻¹],-116
LB Camera Filter,80C, 82C
LB Lighting Filter,R3203 3/4 CTB, R3208 1/4 CTB
CC Index,0.0
CC Camera Filter,CC10G
CC Lighting Filter,R3317 1/8 PLUS G
CRI Ra,83.8
CRI R1,82.4
CRI R2,90.4
CRI R3,95.8
CRI R4,82.4
CRI R5,82.4
CRI R6,87.0
CRI R7,85.2
CRI R8,64.7
CRI R9,16.4
CRI R10,77.2
CRI R11,81.4
CRI R12,68.5
CRI R13,84.3
CRI R14,97.8
CRI R15,76.6
