Date Saved,2018/03/10 20:40:26
Title,CCCx4-80WB_06_2991K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2991
⊿uv,-0.0039
Illuminance [lx],20800

Reference CCT [K],3000
LB Index [MK⁻¹],-1
LB Camera Filter,81
LB Lighting Filter,-----
CC Index,0.4G
CC Camera Filter,CC05G, CC025G
CC Lighting Filter,R3317 1/8 PLUS G
CRI Ra,82.3
CRI R1,83.5
CRI R2,97.0
CRI R3,88.0
CRI R4,78.0
CRI R5,84.4
CRI R6,94.2
CRI R7,77.3
CRI R8,55.9
CRI R9,8.4
CRI R10,93.3
CRI R11,77.8
CRI R12,76.2
CRI R13,87.6
CRI R14,94.1
CRI R15,75.9
