Date Saved,2018/03/10 20:41:01
Title,Strip_01_2928K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2928
⊿uv,0.0044
Illuminance [lx],1580

Reference CCT [K],3000
LB Index [MK⁻¹],-8
LB Camera Filter,82A, 82
LB Lighting Filter,R3208 1/4 CTB
CC Index,0.6M
CC Camera Filter,CC05M
CC Lighting Filter,R3318 1/8 MINUS G
CRI Ra,70.6
CRI R1,66.0
CRI R2,81.9
CRI R3,95.2
CRI R4,64.5
CRI R5,64.7
CRI R6,74.5
CRI R7,77.6
CRI R8,40.8
CRI R9,-38.3
CRI R10,58.4
CRI R11,57.6
CRI R12,43.7
CRI R13,69.1
CRI R14,97.4
CRI R15,57.3
