Date Saved,2018/03/10 20:39:11
Title,CHEAP-CHINA-CREE_01_2998K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2998
⊿uv,-0.0036
Illuminance [lx],12400

Reference CCT [K],5400
LB Index [MK⁻¹],-148
LB Camera Filter,80B, 82B
LB Lighting Filter,R3202 FULL CTB, R3208 1/4 CTB
CC Index,0.4G
CC Camera Filter,CC10G
CC Lighting Filter,R3316 1/4 PLUS G
CRI Ra,82.7
CRI R1,84.2
CRI R2,97.6
CRI R3,87.7
CRI R4,78.5
CRI R5,85.1
CRI R6,94.3
CRI R7,77.4
CRI R8,56.7
CRI R9,10.5
CRI R10,94.6
CRI R11,78.6
CRI R12,75.7
CRI R13,88.4
CRI R14,93.9
CRI R15,76.6
