Date Saved,2018/03/10 20:41:16
Title,CXA2530_03_2956K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2956
⊿uv,0.0028
Illuminance [lx],10500

Reference CCT [K],3000
LB Index [MK⁻¹],-5
LB Camera Filter,82A
LB Lighting Filter,R3216 1/8 CTB, R3216 1/8 CTB
CC Index,0.4M
CC Camera Filter,CC05M
CC Lighting Filter,R3318 1/8 MINUS G
CRI Ra,95.3
CRI R1,95.5
CRI R2,97.4
CRI R3,97.7
CRI R4,94.0
CRI R5,94.2
CRI R6,96.3
CRI R7,95.8
CRI R8,91.2
CRI R9,80.3
CRI R10,92.7
CRI R11,94.2
CRI R12,79.7
CRI R13,95.9
CRI R14,98.0
CRI R15,93.3
