Date Saved,2018/02/15 22:01:38
Title,CXA2530-3000K_02_2969K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2969
⊿uv,-0.0027
Illuminance [lx],5000

Reference CCT [K],5400
LB Index [MK⁻¹],-152
LB Camera Filter,80B, 82C
LB Lighting Filter,R3203 3/4 CTB, R3204 1/2 CTB
CC Index,0.3G
CC Camera Filter,CC10G, CC025G
CC Lighting Filter,R3316 1/4 PLUS G
CRI Ra,84.3
CRI R1,83.3
CRI R2,92.2
CRI R3,96.3
CRI R4,82.5
CRI R5,83.6
CRI R6,90.4
CRI R7,83.5
CRI R8,62.7
CRI R9,17.3
CRI R10,82.2
CRI R11,82.3
CRI R12,75.5
CRI R13,85.5
CRI R14,98.7
CRI R15,76.9
